obs_id,source_dataset,source_group_id,area,reference_time,timestamp_source,feature_count,aoi_buffer_km,aoi_west,aoi_south,aoi_east,aoi_north
jamila_floating_debris_riodejaneiro_20180504,Jamila_Floating_Debris,riodejaneiro_20180504,riodejaneiro_20180504,2018-05-04T11:00:00Z,nominal,89,30.0,-43.498563436049686,-23.055511973186395,-42.749637860124,-22.448208696658583
jamila_floating_debris_sandiego_20180804,Jamila_Floating_Debris,sandiego_20180804,sandiego_20180804,2018-08-04T11:00:00Z,nominal,17,30.0,-117.63200525665438,32.30073890262826,-116.83021147631514,33.13063177427715
jamila_floating_debris_sanfrancisco_20190219,Jamila_Floating_Debris,sanfrancisco_20190219,sanfrancisco_20190219,2019-02-19T12:00:00Z,nominal,110,30.0,-122.97369783355518,37.374900486123494,-121.93955567999045,38.197070835527356
jamila_floating_debris_shengsi_20190615,Jamila_Floating_Debris,shengsi_20190615,shengsi_20190615,2019-06-15T11:00:00Z,nominal,36,30.0,122.16436030364493,30.010392646991168,123.11980565968918,30.761379193845944
jamila_floating_debris_suez_20200403,Jamila_Floating_Debris,suez_20200403,suez_20200403,2020-04-03T11:00:00Z,nominal,8,30.0,32.189570088044384,29.667456723950433,32.82172739231901,30.21418846653042
jamila_floating_debris_tangshan_20180130,Jamila_Floating_Debris,tangshan_20180130,tangshan_20180130,2018-01-30T12:00:00Z,nominal,313,30.0,118.46629667928268,38.70230734331049,119.7282429190877,39.585861045756474
jamila_floating_debris_toledo_20191221,Jamila_Floating_Debris,toledo_20191221,toledo_20191221,2019-12-21T12:00:00Z,nominal,46,30.0,-83.75255759072081,41.211760186353224,-82.31259463676002,42.088296742621765
jamila_floating_debris_tungchungChina_20190922,Jamila_Floating_Debris,tungchungChina_20190922,tungchungChina_20190922,2019-09-22T11:00:00Z,nominal,4,30.0,113.62367119383474,22.027357552081597,114.26972674988438,22.634541303549998
jamila_floating_debris_tunisia_20180715,Jamila_Floating_Debris,tunisia_20180715,tunisia_20180715,2018-07-15T11:00:00Z,nominal,115,30.0,10.299786176299502,33.35523012833409,11.152036355944878,34.02209855971775
jamila_floating_debris_turkmenistan_20181030,Jamila_Floating_Debris,turkmenistan_20181030,turkmenistan_20181030,2018-10-30T12:00:00Z,nominal,417,30.0,52.64633501629971,40.54164593868443,53.83850931551919,41.650155498931575
jamila_floating_debris_venice_20180630,Jamila_Floating_Debris,venice_20180630,venice_20180630,2018-06-30T11:00:00Z,nominal,98,30.0,11.86883520484123,44.78408213611255,13.185237844803243,45.80418659703606
jamila_floating_debris_venice_20180928,Jamila_Floating_Debris,venice_20180928,venice_20180928,2018-09-28T11:00:00Z,nominal,67,30.0,12.322340568091738,45.10751293091907,13.935503566840127,46.01549397856318
jamila_floating_debris_vungtau_20180423,Jamila_Floating_Debris,vungtau_20180423,vungtau_20180423,2018-04-23T11:00:00Z,nominal,81,30.0,106.54860157513289,8.718818785866947,108.09373091222673,10.14940219868367
