obs_id,source_dataset,source_group_id,role,candidate_count,selected_count,coverage_set_ratio,coverage_complete,reason
ghana_drift_d9db6dd4-4db8-5723-96ba-57d182cda0b7,Ghana_Drift,d9db6dd4-4db8-5723-96ba-57d182cda0b7,before,2,2,0.39463,False,no <=12h scene set reached 99.9% coverage
ghana_drift_d9db6dd4-4db8-5723-96ba-57d182cda0b7,Ghana_Drift,d9db6dd4-4db8-5723-96ba-57d182cda0b7,after,1,1,0.660608,False,no <=12h scene set reached 99.9% coverage
greece_sentinel2_S2A_MSIL2A_20210701T085601_N0500_R007_T35SMD_20230222T113007,Greece_Sentinel2,S2A_MSIL2A_20210701T085601_N0500_R007_T35SMD_20230222T113007,before,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
greece_sentinel2_S2A_MSIL2A_20210701T085601_N0500_R007_T35SMD_20230222T113007,Greece_Sentinel2,S2A_MSIL2A_20210701T085601_N0500_R007_T35SMD_20230222T113007,after,4,1,1.0,True,selected
greece_sentinel2_S2B_MSIL1C_20210626T085559_N0500_R007_T35SMD_20230318T094507,Greece_Sentinel2,S2B_MSIL1C_20210626T085559_N0500_R007_T35SMD_20230318T094507,before,1,1,0.916822,False,no <=12h scene set reached 99.9% coverage
greece_sentinel2_S2B_MSIL1C_20210626T085559_N0500_R007_T35SMD_20230318T094507,Greece_Sentinel2,S2B_MSIL1C_20210626T085559_N0500_R007_T35SMD_20230318T094507,after,4,1,1.0,True,selected
greece_sentinel2_S2B_MSIL2A_20240630T085559_N0510_R007_T35SMD_20240630T105345,Greece_Sentinel2,S2B_MSIL2A_20240630T085559_N0510_R007_T35SMD_20240630T105345,before,1,1,1.0,True,selected
greece_sentinel2_S2B_MSIL2A_20240630T085559_N0510_R007_T35SMD_20240630T105345,Greece_Sentinel2,S2B_MSIL2A_20240630T085559_N0510_R007_T35SMD_20240630T105345,after,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
greece_sentinel2_S2A_MSIL2A_20240705T085601_N0510_R007_T35SMD_20240705T131959,Greece_Sentinel2,S2A_MSIL2A_20240705T085601_N0510_R007_T35SMD_20240705T131959,before,1,1,0.913861,False,no <=12h scene set reached 99.9% coverage
greece_sentinel2_S2A_MSIL2A_20240705T085601_N0510_R007_T35SMD_20240705T131959,Greece_Sentinel2,S2A_MSIL2A_20240705T085601_N0510_R007_T35SMD_20240705T131959,after,1,1,1.0,True,selected
jamila_floating_debris_accra_20181031,Jamila_Floating_Debris,accra_20181031,before,1,1,0.877849,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_accra_20181031,Jamila_Floating_Debris,accra_20181031,after,2,1,0.334761,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_biscay_20180419,Jamila_Floating_Debris,biscay_20180419,before,4,2,1.0,True,selected
jamila_floating_debris_biscay_20180419,Jamila_Floating_Debris,biscay_20180419,after,2,1,0.657616,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_danang_20181005,Jamila_Floating_Debris,danang_20181005,before,1,1,0.564975,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_danang_20181005,Jamila_Floating_Debris,danang_20181005,after,1,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_kentpointfarm_20180710,Jamila_Floating_Debris,kentpointfarm_20180710,before,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_kentpointfarm_20180710,Jamila_Floating_Debris,kentpointfarm_20180710,after,1,1,1.0,True,selected
jamila_floating_debris_kolkata_20201115,Jamila_Floating_Debris,kolkata_20201115,before,2,2,0.831077,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_kolkata_20201115,Jamila_Floating_Debris,kolkata_20201115,after,4,1,1.0,True,selected
jamila_floating_debris_lagos_20190101,Jamila_Floating_Debris,lagos_20190101,before,1,1,1.0,True,selected
jamila_floating_debris_lagos_20190101,Jamila_Floating_Debris,lagos_20190101,after,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_lagos_20200505,Jamila_Floating_Debris,lagos_20200505,before,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_lagos_20200505,Jamila_Floating_Debris,lagos_20200505,after,2,1,0.999299,True,selected
jamila_floating_debris_london_20180611,Jamila_Floating_Debris,london_20180611,before,6,2,1.0,True,selected
jamila_floating_debris_london_20180611,Jamila_Floating_Debris,london_20180611,after,2,1,0.999865,True,selected
jamila_floating_debris_longxuyen_20181102,Jamila_Floating_Debris,longxuyen_20181102,before,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_longxuyen_20181102,Jamila_Floating_Debris,longxuyen_20181102,after,3,1,1.0,True,selected
jamila_floating_debris_mandaluyong_20180314,Jamila_Floating_Debris,mandaluyong_20180314,before,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_mandaluyong_20180314,Jamila_Floating_Debris,mandaluyong_20180314,after,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_neworleans_20200202,Jamila_Floating_Debris,neworleans_20200202,before,2,2,0.470789,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_neworleans_20200202,Jamila_Floating_Debris,neworleans_20200202,after,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_panama_20190425,Jamila_Floating_Debris,panama_20190425,before,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_panama_20190425,Jamila_Floating_Debris,panama_20190425,after,4,1,1.0,True,selected
jamila_floating_debris_portalfredSouthAfrica_20180601,Jamila_Floating_Debris,portalfredSouthAfrica_20180601,before,2,2,1.0,True,selected
jamila_floating_debris_portalfredSouthAfrica_20180601,Jamila_Floating_Debris,portalfredSouthAfrica_20180601,after,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_riodejaneiro_20180504,Jamila_Floating_Debris,riodejaneiro_20180504,before,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_riodejaneiro_20180504,Jamila_Floating_Debris,riodejaneiro_20180504,after,1,1,0.184791,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_sandiego_20180804,Jamila_Floating_Debris,sandiego_20180804,before,2,1,1.0,True,selected
jamila_floating_debris_sandiego_20180804,Jamila_Floating_Debris,sandiego_20180804,after,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_sanfrancisco_20190219,Jamila_Floating_Debris,sanfrancisco_20190219,before,1,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_sanfrancisco_20190219,Jamila_Floating_Debris,sanfrancisco_20190219,after,1,1,0.597978,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_shengsi_20190615,Jamila_Floating_Debris,shengsi_20190615,before,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_shengsi_20190615,Jamila_Floating_Debris,shengsi_20190615,after,2,2,1.0,True,selected
jamila_floating_debris_suez_20200403,Jamila_Floating_Debris,suez_20200403,before,1,1,0.948036,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_suez_20200403,Jamila_Floating_Debris,suez_20200403,after,5,2,1.0,True,selected
jamila_floating_debris_tangshan_20180130,Jamila_Floating_Debris,tangshan_20180130,before,4,1,1.0,True,selected
jamila_floating_debris_tangshan_20180130,Jamila_Floating_Debris,tangshan_20180130,after,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_toledo_20191221,Jamila_Floating_Debris,toledo_20191221,before,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_toledo_20191221,Jamila_Floating_Debris,toledo_20191221,after,1,1,0.850521,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_tungchungChina_20190922,Jamila_Floating_Debris,tungchungChina_20190922,before,2,1,1.0,True,selected
jamila_floating_debris_tungchungChina_20190922,Jamila_Floating_Debris,tungchungChina_20190922,after,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_tunisia_20180715,Jamila_Floating_Debris,tunisia_20180715,before,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_tunisia_20180715,Jamila_Floating_Debris,tunisia_20180715,after,6,1,1.0,True,selected
jamila_floating_debris_turkmenistan_20181030,Jamila_Floating_Debris,turkmenistan_20181030,before,4,4,0.998821,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_turkmenistan_20181030,Jamila_Floating_Debris,turkmenistan_20181030,after,0,0,0.0,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_venice_20180630,Jamila_Floating_Debris,venice_20180630,before,5,1,0.999274,True,selected
jamila_floating_debris_venice_20180630,Jamila_Floating_Debris,venice_20180630,after,4,1,1.0,True,selected
jamila_floating_debris_venice_20180928,Jamila_Floating_Debris,venice_20180928,before,3,1,1.0,True,selected
jamila_floating_debris_venice_20180928,Jamila_Floating_Debris,venice_20180928,after,5,2,1.0,True,selected
jamila_floating_debris_vungtau_20180423,Jamila_Floating_Debris,vungtau_20180423,before,1,1,0.409528,False,no <=12h scene set reached 99.9% coverage
jamila_floating_debris_vungtau_20180423,Jamila_Floating_Debris,vungtau_20180423,after,4,1,0.137202,False,no <=12h scene set reached 99.9% coverage
