target_id,obs_id,source_dataset,source_group_id,area,date,reference_time,timestamp_source,role,selection_rank,granule_name,acquisition_start,delta_h,scene_coverage_ratio,coverage_set_ratio,coverage_complete,download_group_key,aoi_buffer_km
marida_16PDC_2018-10-24:before:01,marida_16PDC_2018-10-24,MARIDA,16PDC/2018-10-24,16PDC,2018-10-24,2018-10-24T16:13:31Z,catalogue,before,1,S1A_IW_SLC__1SDV_20181024T113716_20181024T113746_024277_02A836_7D74.SAFE,2018-10-24T11:37:16Z,-4.604,0.718858,1.0,True,S1A_IW_SLC__1SDV_20181024T113716_20181024T113746_024277_02A836_7D74,30.0
marida_16PDC_2018-10-24:before:02,marida_16PDC_2018-10-24,MARIDA,16PDC/2018-10-24,16PDC,2018-10-24,2018-10-24T16:13:31Z,catalogue,before,2,S1A_IW_SLC__1SDV_20181024T113744_20181024T113812_024277_02A836_EC6E.SAFE,2018-10-24T11:37:44Z,-4.596,0.516023,1.0,True,S1A_IW_SLC__1SDV_20181024T113744_20181024T113812_024277_02A836_EC6E,30.0
marida_48PZC_2019-11-24:after:01,marida_48PZC_2019-11-24,MARIDA,48PZC/2019-11-24,48PZC,2019-11-24,2019-11-24T03:10:41Z,catalogue,after,1,S1A_IW_SLC__1SDV_20191124T105634_20191124T105701_030052_036E82_3F33.SAFE,2019-11-24T10:56:34Z,7.765,1.0,1.0,True,S1A_IW_SLC__1SDV_20191124T105634_20191124T105701_030052_036E82_3F33,30.0
marida_36JUN_2019-04-24:before:01,marida_36JUN_2019-04-24,MARIDA,36JUN/2019-04-24,36JUN,2019-04-24,2019-04-24T07:36:19Z,catalogue,before,1,S1A_IW_SLC__1SDV_20190421T163724_20190421T163751_026890_030629_56F9.SAFE,2019-04-21T16:37:24Z,-62.982,0.932761,1.0,True,S1A_IW_SLC__1SDV_20190421T163724_20190421T163751_026890_030629_56F9,30.0
marida_36JUN_2019-04-24:before:02,marida_36JUN_2019-04-24,MARIDA,36JUN/2019-04-24,36JUN,2019-04-24,2019-04-24T07:36:19Z,catalogue,before,2,S1A_IW_SLC__1SDV_20190421T163748_20190421T163815_026890_030629_DE32.SAFE,2019-04-21T16:37:48Z,-62.975,0.234898,1.0,True,S1A_IW_SLC__1SDV_20190421T163748_20190421T163815_026890_030629_DE32,30.0
marida_36JUN_2019-04-24:after:01,marida_36JUN_2019-04-24,MARIDA,36JUN/2019-04-24,36JUN,2019-04-24,2019-04-24T07:36:19Z,catalogue,after,1,S1B_IW_SLC__1SDV_20190425T031055_20190425T031122_015957_01DFC7_4905.SAFE,2019-04-25T03:10:55Z,19.577,0.58371,0.656755,False,S1B_IW_SLC__1SDV_20190425T031055_20190425T031122_015957_01DFC7_4905,30.0
marida_36JUN_2019-04-24:after:02,marida_36JUN_2019-04-24,MARIDA,36JUN/2019-04-24,36JUN,2019-04-24,2019-04-24T07:36:19Z,catalogue,after,2,S1B_IW_SLC__1SDV_20190425T031119_20190425T031140_015957_01DFC7_186C.SAFE,2019-04-25T03:11:19Z,19.583,0.182834,0.656755,False,S1B_IW_SLC__1SDV_20190425T031119_20190425T031140_015957_01DFC7_186C,30.0
marida_16PCC_2020-08-24:before:01,marida_16PCC_2020-08-24,MARIDA,16PCC/2020-08-24,16PCC,2020-08-24,2020-08-24T16:09:11Z,catalogue,before,1,S1A_IW_SLC__1SDV_20200821T235835_20200821T235902_034012_03F293_4E86.SAFE,2020-08-21T23:58:35Z,-64.177,0.413111,0.62202,False,S1A_IW_SLC__1SDV_20200821T235835_20200821T235902_034012_03F293_4E86,30.0
marida_16PCC_2020-08-24:before:02,marida_16PCC_2020-08-24,MARIDA,16PCC/2020-08-24,16PCC,2020-08-24,2020-08-24T16:09:11Z,catalogue,before,2,S1A_IW_SLC__1SDV_20200821T235810_20200821T235837_034012_03F293_3D56.SAFE,2020-08-21T23:58:10Z,-64.184,0.306837,0.62202,False,S1A_IW_SLC__1SDV_20200821T235810_20200821T235837_034012_03F293_3D56,30.0
marida_16PCC_2020-08-24:after:01,marida_16PCC_2020-08-24,MARIDA,16PCC/2020-08-24,16PCC,2020-08-24,2020-08-24T16:09:11Z,catalogue,after,1,S1A_IW_SLC__1SDV_20200827T000637_20200827T000704_034085_03F518_A8FF.SAFE,2020-08-27T00:06:37Z,55.957,0.782475,0.783373,False,S1A_IW_SLC__1SDV_20200827T000637_20200827T000704_034085_03F518_A8FF,30.0
marida_16PCC_2020-08-24:after:02,marida_16PCC_2020-08-24,MARIDA,16PCC/2020-08-24,16PCC,2020-08-24,2020-08-24T16:09:11Z,catalogue,after,2,S1A_IW_SLC__1SDV_20200827T000612_20200827T000639_034085_03F518_9B69.SAFE,2020-08-27T00:06:12Z,55.95,0.082649,0.783373,False,S1A_IW_SLC__1SDV_20200827T000612_20200827T000639_034085_03F518_9B69,30.0
marida_48MXU_2019-05-25:before:01,marida_48MXU_2019-05-25,MARIDA,48MXU/2019-05-25,48MXU,2019-05-25,2019-05-25T02:55:51Z,catalogue,before,1,S1A_IW_SLC__1SDV_20190524T112307_20190524T112337_027368_031646_163A.SAFE,2019-05-24T11:23:07Z,-15.546,0.263453,0.263453,False,S1A_IW_SLC__1SDV_20190524T112307_20190524T112337_027368_031646_163A,30.0
marida_48MXU_2019-05-25:after:01,marida_48MXU_2019-05-25,MARIDA,48MXU/2019-05-25,48MXU,2019-05-25,2019-05-25T02:55:51Z,catalogue,after,1,S1A_IW_SLC__1SDV_20190527T223319_20190527T223347_027419_0317D5_BA50.SAFE,2019-05-27T22:33:19Z,67.624,0.676656,1.0,True,S1A_IW_SLC__1SDV_20190527T223319_20190527T223347_027419_0317D5_BA50,30.0
marida_48MXU_2019-05-25:after:02,marida_48MXU_2019-05-25,MARIDA,48MXU/2019-05-25,48MXU,2019-05-25,2019-05-25T02:55:51Z,catalogue,after,2,S1A_IW_SLC__1SDV_20190527T223345_20190527T223413_027419_0317D5_8E7E.SAFE,2019-05-27T22:33:45Z,67.632,0.586373,1.0,True,S1A_IW_SLC__1SDV_20190527T223345_20190527T223413_027419_0317D5_8E7E,30.0
marida_16PCC_2018-02-26:before:01,marida_16PCC_2018-02-26,MARIDA,16PCC/2018-02-26,16PCC,2018-02-26,2018-02-26T16:13:41Z,catalogue,before,1,S1A_IW_SLC__1SDV_20180226T113734_20180226T113802_020777_0239E5_43A5.SAFE,2018-02-26T11:37:34Z,-4.602,0.011985,0.011985,False,S1A_IW_SLC__1SDV_20180226T113734_20180226T113802_020777_0239E5_43A5,30.0
marida_16PCC_2018-02-26:after:01,marida_16PCC_2018-02-26,MARIDA,16PCC/2018-02-26,16PCC,2018-02-26,2018-02-26T16:13:41Z,catalogue,after,1,S1A_IW_SLC__1SDV_20180227T000616_20180227T000643_020785_023A21_F570.SAFE,2018-02-27T00:06:16Z,7.876,0.926099,0.926561,False,S1A_IW_SLC__1SDV_20180227T000616_20180227T000643_020785_023A21_F570,30.0
marida_16PCC_2018-02-26:after:02,marida_16PCC_2018-02-26,MARIDA,16PCC/2018-02-26,16PCC,2018-02-26,2018-02-26T16:13:41Z,catalogue,after,2,S1A_IW_SLC__1SDV_20180227T000551_20180227T000618_020785_023A21_9ABB.SAFE,2018-02-27T00:05:51Z,7.869,0.059934,0.926561,False,S1A_IW_SLC__1SDV_20180227T000551_20180227T000618_020785_023A21_9ABB,30.0
marida_16PCC_2019-01-27:after:01,marida_16PCC_2019-01-27,MARIDA,16PCC/2019-01-27,16PCC,2019-01-27,2019-01-27T16:15:39Z,catalogue,after,1,S1A_IW_SLC__1SDV_20190129T000623_20190129T000650_025685_02DA7E_8C5C.SAFE,2019-01-29T00:06:23Z,31.846,0.953485,0.961115,False,S1A_IW_SLC__1SDV_20190129T000623_20190129T000650_025685_02DA7E_8C5C,30.0
marida_16PCC_2019-01-27:after:02,marida_16PCC_2019-01-27,MARIDA,16PCC/2019-01-27,16PCC,2019-01-27,2019-01-27T16:15:39Z,catalogue,after,2,S1A_IW_SLC__1SDV_20190129T000558_20190129T000625_025685_02DA7E_69E8.SAFE,2019-01-29T00:05:58Z,31.839,0.110331,0.961115,False,S1A_IW_SLC__1SDV_20190129T000558_20190129T000625_025685_02DA7E_69E8,30.0
marida_16QED_2019-01-27:after:01,marida_16QED_2019-01-27,MARIDA,16QED/2019-01-27,16QED,2019-01-27,2019-01-27T16:15:39Z,catalogue,after,1,S1A_IW_SLC__1SDV_20190128T113713_20190128T113743_025677_02DA37_E9F7.SAFE,2019-01-28T11:37:13Z,19.359,1.0,1.0,True,S1A_IW_SLC__1SDV_20190128T113713_20190128T113743_025677_02DA37_E9F7,30.0
marida_16PDC_2020-09-28:before:01,marida_16PDC_2020-09-28,MARIDA,16PDC/2020-09-28,16PDC,2020-09-28,2020-09-28T16:09:49Z,catalogue,before,1,S1A_IW_SLC__1SDV_20200926T235812_20200926T235839_034537_04050D_3686.SAFE,2020-09-26T23:58:12Z,-40.194,0.493479,1.0,True,S1A_IW_SLC__1SDV_20200926T235812_20200926T235839_034537_04050D_3686,30.0
marida_16PDC_2020-09-28:before:02,marida_16PDC_2020-09-28,MARIDA,16PDC/2020-09-28,16PDC,2020-09-28,2020-09-28T16:09:49Z,catalogue,before,2,S1A_IW_SLC__1SDV_20200926T235837_20200926T235904_034537_04050D_97F3.SAFE,2020-09-26T23:58:37Z,-40.187,0.681715,1.0,True,S1A_IW_SLC__1SDV_20200926T235837_20200926T235904_034537_04050D_97F3,30.0
marida_16PDC_2020-09-28:after:01,marida_16PDC_2020-09-28,MARIDA,16PDC/2020-09-28,16PDC,2020-09-28,2020-09-28T16:09:49Z,catalogue,after,1,S1A_IW_SLC__1SDV_20201001T113729_20201001T113758_034602_040753_5AAA.SAFE,2020-10-01T11:37:29Z,67.461,0.476709,0.57362,False,S1A_IW_SLC__1SDV_20201001T113729_20201001T113758_034602_040753_5AAA,30.0
marida_16PDC_2020-09-28:after:02,marida_16PDC_2020-09-28,MARIDA,16PDC/2020-09-28,16PDC,2020-09-28,2020-09-28T16:09:49Z,catalogue,after,2,S1A_IW_SLC__1SDV_20201001T113756_20201001T113824_034602_040753_0592.SAFE,2020-10-01T11:37:56Z,67.469,0.196304,0.57362,False,S1A_IW_SLC__1SDV_20201001T113756_20201001T113824_034602_040753_0592,30.0
marida_18QYF_2020-11-29:before:01,marida_18QYF_2020-11-29,MARIDA,18QYF/2020-11-29,18QYF,2020-11-29,2020-11-29T15:26:39Z,catalogue,before,1,S1A_IW_SLC__1SDV_20201126T230129_20201126T230157_035426_0423E6_EF0A.SAFE,2020-11-26T23:01:29Z,-64.419,1.0,1.0,True,S1A_IW_SLC__1SDV_20201126T230129_20201126T230157_035426_0423E6_EF0A,30.0
marida_18QYF_2020-11-29:after:01,marida_18QYF_2020-11-29,MARIDA,18QYF/2020-11-29,18QYF,2020-11-29,2020-11-29T15:26:39Z,catalogue,after,1,S1A_IW_SLC__1SDV_20201201T103931_20201201T103957_035491_042635_391D.SAFE,2020-12-01T10:39:31Z,43.214,0.560298,0.668466,False,S1A_IW_SLC__1SDV_20201201T103931_20201201T103957_035491_042635_391D,30.0
marida_18QYF_2020-11-29:after:02,marida_18QYF_2020-11-29,MARIDA,18QYF/2020-11-29,18QYF,2020-11-29,2020-11-29T15:26:39Z,catalogue,after,2,S1A_IW_SLC__1SDV_20201201T103905_20201201T103933_035491_042635_C4E2.SAFE,2020-12-01T10:39:05Z,43.207,0.229196,0.668466,False,S1A_IW_SLC__1SDV_20201201T103905_20201201T103933_035491_042635_C4E2,30.0
marida_18QYF_2020-12-29:before:01,marida_18QYF_2020-12-29,MARIDA,18QYF/2020-12-29,18QYF,2020-12-29,2020-12-29T15:26:39Z,catalogue,before,1,S1A_IW_SLC__1SDV_20201227T225330_20201227T225358_035878_04338E_0C51.SAFE,2020-12-27T22:53:30Z,-40.553,0.147208,0.155681,False,S1A_IW_SLC__1SDV_20201227T225330_20201227T225358_035878_04338E_0C51,30.0
marida_18QYF_2020-12-29:before:02,marida_18QYF_2020-12-29,MARIDA,18QYF/2020-12-29,18QYF,2020-12-29,2020-12-29T15:26:39Z,catalogue,before,2,S1A_IW_SLC__1SDV_20201227T225303_20201227T225333_035878_04338E_0330.SAFE,2020-12-27T22:53:03Z,-40.56,0.053439,0.155681,False,S1A_IW_SLC__1SDV_20201227T225303_20201227T225333_035878_04338E_0330,30.0
marida_18QYF_2020-12-29:after:01,marida_18QYF_2020-12-29,MARIDA,18QYF/2020-12-29,18QYF,2020-12-29,2020-12-29T15:26:39Z,catalogue,after,1,S1A_IW_SLC__1SDV_20201230T104730_20201230T104756_035914_0434CF_C981.SAFE,2020-12-30T10:47:30Z,19.348,0.790382,0.790382,False,S1A_IW_SLC__1SDV_20201230T104730_20201230T104756_035914_0434CF_C981,30.0
marida_51RVQ_2017-08-29:before:01,marida_51RVQ_2017-08-29,MARIDA,51RVQ/2017-08-29,51RVQ,2017-08-29,2017-08-29T02:25:49Z,catalogue,before,1,S1A_IW_SLC__1SDV_20170826T095436_20170826T095503_018093_01E622_7C03.SAFE,2017-08-26T09:54:36Z,-64.52,0.831262,0.831262,False,S1A_IW_SLC__1SDV_20170826T095436_20170826T095503_018093_01E622_7C03,30.0
marida_18QYF_2021-01-03:before:01,marida_18QYF_2021-01-03,MARIDA,18QYF/2021-01-03,18QYF,2021-01-03,2021-01-03T15:26:41Z,catalogue,before,1,S1A_IW_SLC__1SDV_20210101T230127_20210101T230155_035951_04360B_049E.SAFE,2021-01-01T23:01:27Z,-40.421,1.0,1.0,True,S1A_IW_SLC__1SDV_20210101T230127_20210101T230155_035951_04360B_049E,30.0
marida_18QYF_2021-01-03:after:01,marida_18QYF_2021-01-03,MARIDA,18QYF/2021-01-03,18QYF,2021-01-03,2021-01-03T15:26:41Z,catalogue,after,1,S1A_IW_SLC__1SDV_20210106T103929_20210106T103955_036016_043854_AF0A.SAFE,2021-01-06T10:39:29Z,67.213,0.380754,0.58482,False,S1A_IW_SLC__1SDV_20210106T103929_20210106T103955_036016_043854_AF0A,30.0
marida_18QYF_2021-01-03:after:02,marida_18QYF_2021-01-03,MARIDA,18QYF/2021-01-03,18QYF,2021-01-03,2021-01-03T15:26:41Z,catalogue,after,2,S1A_IW_SLC__1SDV_20210106T103903_20210106T103931_036016_043854_7634.SAFE,2021-01-06T10:39:03Z,67.206,0.352319,0.58482,False,S1A_IW_SLC__1SDV_20210106T103903_20210106T103931_036016_043854_7634,30.0
marida_16PDC_2018-11-03:before:01,marida_16PDC_2018-11-03,MARIDA,16PDC/2018-11-03,16PDC,2018-11-03,2018-11-03T16:14:31Z,catalogue,before,1,S1A_IW_SLC__1SDV_20181031T235759_20181031T235826_024387_02ABCE_2AF4.SAFE,2018-10-31T23:57:59Z,-64.276,0.723546,1.0,True,S1A_IW_SLC__1SDV_20181031T235759_20181031T235826_024387_02ABCE_2AF4,30.0
marida_16PDC_2018-11-03:before:02,marida_16PDC_2018-11-03,MARIDA,16PDC/2018-11-03,16PDC,2018-11-03,2018-11-03T16:14:31Z,catalogue,before,2,S1A_IW_SLC__1SDV_20181031T235824_20181031T235851_024387_02ABCE_8A7F.SAFE,2018-10-31T23:58:24Z,-64.269,0.447673,1.0,True,S1A_IW_SLC__1SDV_20181031T235824_20181031T235851_024387_02ABCE_8A7F,30.0
marida_16PDC_2018-11-03:after:01,marida_16PDC_2018-11-03,MARIDA,16PDC/2018-11-03,16PDC,2018-11-03,2018-11-03T16:14:31Z,catalogue,after,1,S1A_IW_SLC__1SDV_20181105T113716_20181105T113746_024452_02AE25_A951.SAFE,2018-11-05T11:37:16Z,43.379,0.637755,0.870281,False,S1A_IW_SLC__1SDV_20181105T113716_20181105T113746_024452_02AE25_A951,30.0
marida_16PDC_2018-11-03:after:02,marida_16PDC_2018-11-03,MARIDA,16PDC/2018-11-03,16PDC,2018-11-03,2018-11-03T16:14:31Z,catalogue,after,2,S1A_IW_SLC__1SDV_20181105T113744_20181105T113812_024452_02AE25_5DEF.SAFE,2018-11-05T11:37:44Z,43.387,0.39128,0.870281,False,S1A_IW_SLC__1SDV_20181105T113744_20181105T113812_024452_02AE25_5DEF,30.0
marida_16PCC_2017-08-30:after:01,marida_16PCC_2017-08-30,MARIDA,16PCC/2017-08-30,16PCC,2017-08-30,2017-08-30T16:09:01Z,catalogue,after,1,S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8.SAFE,2017-08-31T00:06:18Z,7.955,1.0,1.0,True,S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8,30.0
marida_16PCC_2018-08-30:before:01,marida_16PCC_2018-08-30,MARIDA,16PCC/2018-08-30,16PCC,2018-08-30,2018-08-30T16:08:19Z,catalogue,before,1,S1A_IW_SLC__1SDV_20180830T114533_20180830T114600_023475_028E42_1ED7.SAFE,2018-08-30T11:45:33Z,-4.379,0.975825,1.0,True,S1A_IW_SLC__1SDV_20180830T114533_20180830T114600_023475_028E42_1ED7,30.0
marida_16PCC_2018-08-30:before:02,marida_16PCC_2018-08-30,MARIDA,16PCC/2018-08-30,16PCC,2018-08-30,2018-08-30T16:08:19Z,catalogue,before,2,S1A_IW_SLC__1SDV_20180830T114558_20180830T114625_023475_028E42_5A19.SAFE,2018-08-30T11:45:58Z,-4.372,0.151997,1.0,True,S1A_IW_SLC__1SDV_20180830T114558_20180830T114625_023475_028E42_5A19,30.0
marida_16PCC_2018-08-30:after:01,marida_16PCC_2018-08-30,MARIDA,16PCC/2018-08-30,16PCC,2018-08-30,2018-08-30T16:08:19Z,catalogue,after,1,S1A_IW_SLC__1SDV_20180901T235823_20180901T235850_023512_028F62_6434.SAFE,2018-09-01T23:58:23Z,55.834,0.223758,0.342951,False,S1A_IW_SLC__1SDV_20180901T235823_20180901T235850_023512_028F62_6434,30.0
marida_16PCC_2018-08-30:after:02,marida_16PCC_2018-08-30,MARIDA,16PCC/2018-08-30,16PCC,2018-08-30,2018-08-30T16:08:19Z,catalogue,after,2,S1A_IW_SLC__1SDV_20180901T235758_20180901T235825_023512_028F62_2D11.SAFE,2018-09-01T23:57:58Z,55.828,0.178069,0.342951,False,S1A_IW_SLC__1SDV_20180901T235758_20180901T235825_023512_028F62_2D11,30.0
marida_18QYF_2020-12-04:before:01,marida_18QYF_2020-12-04,MARIDA,18QYF/2020-12-04,18QYF,2020-12-04,2020-12-04T15:26:41Z,catalogue,before,1,S1A_IW_SLC__1SDV_20201203T225331_20201203T225359_035528_04276A_C50E.SAFE,2020-12-03T22:53:31Z,-16.553,0.086682,0.087127,False,S1A_IW_SLC__1SDV_20201203T225331_20201203T225359_035528_04276A_C50E,30.0
marida_18QYF_2020-12-04:before:02,marida_18QYF_2020-12-04,MARIDA,18QYF/2020-12-04,18QYF,2020-12-04,2020-12-04T15:26:41Z,catalogue,before,2,S1A_IW_SLC__1SDV_20201203T225304_20201203T225334_035528_04276A_0F9C.SAFE,2020-12-03T22:53:04Z,-16.56,0.010675,0.087127,False,S1A_IW_SLC__1SDV_20201203T225304_20201203T225334_035528_04276A_0F9C,30.0
marida_18QYF_2020-12-04:after:01,marida_18QYF_2020-12-04,MARIDA,18QYF/2020-12-04,18QYF,2020-12-04,2020-12-04T15:26:41Z,catalogue,after,1,S1A_IW_SLC__1SDV_20201206T104731_20201206T104757_035564_0428A3_177B.SAFE,2020-12-06T10:47:31Z,43.347,0.898415,0.898415,False,S1A_IW_SLC__1SDV_20201206T104731_20201206T104757_035564_0428A3_177B,30.0
marida_50LLR_2018-03-04:before:01,marida_50LLR_2018-03-04,MARIDA,50LLR/2018-03-04,50LLR,2018-03-04,2018-03-04T02:15:59Z,catalogue,before,1,S1B_IW_SLC__1SDV_20180302T215217_20180302T215252_009858_011D4A_B9BD.SAFE,2018-03-02T21:52:17Z,-28.395,1.0,1.0,True,S1B_IW_SLC__1SDV_20180302T215217_20180302T215252_009858_011D4A_B9BD,30.0
marida_50LLR_2018-03-04:after:01,marida_50LLR_2018-03-04,MARIDA,50LLR/2018-03-04,50LLR,2018-03-04,2018-03-04T02:15:59Z,catalogue,after,1,S1A_IW_SLC__1SDV_20180305T104110_20180305T104140_020878_023D06_07A9.SAFE,2018-03-05T10:41:10Z,32.42,1.0,1.0,True,S1A_IW_SLC__1SDV_20180305T104110_20180305T104140_020878_023D06_07A9,30.0
marida_16PCC_2019-09-04:before:01,marida_16PCC_2019-09-04,MARIDA,16PCC/2019-09-04,16PCC,2019-09-04,2019-09-04T16:08:29Z,catalogue,before,1,S1A_IW_SLC__1SDV_20190902T000631_20190902T000658_028835_034468_FB31.SAFE,2019-09-02T00:06:31Z,-64.033,0.850607,0.85081,False,S1A_IW_SLC__1SDV_20190902T000631_20190902T000658_028835_034468_FB31,30.0
marida_16PCC_2019-09-04:before:02,marida_16PCC_2019-09-04,MARIDA,16PCC/2019-09-04,16PCC,2019-09-04,2019-09-04T16:08:29Z,catalogue,before,2,S1A_IW_SLC__1SDV_20190902T000606_20190902T000633_028835_034468_DF26.SAFE,2019-09-02T00:06:06Z,-64.04,0.055014,0.85081,False,S1A_IW_SLC__1SDV_20190902T000606_20190902T000633_028835_034468_DF26,30.0
marida_16PCC_2019-09-04:after:01,marida_16PCC_2019-09-04,MARIDA,16PCC/2019-09-04,16PCC,2019-09-04,2019-09-04T16:08:29Z,catalogue,after,1,S1A_IW_SLC__1SDV_20190906T114540_20190906T114606_028900_0346B6_424B.SAFE,2019-09-06T11:45:40Z,43.62,0.999957,0.999957,True,S1A_IW_SLC__1SDV_20190906T114540_20190906T114606_028900_0346B6_424B,30.0
marida_48MYU_2017-12-06:before:01,marida_48MYU_2017-12-06,MARIDA,48MYU/2017-12-06,48MYU,2017-12-06,2017-12-06T03:00:59Z,catalogue,before,1,S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612.SAFE,2017-12-03T22:33:13Z,-52.463,0.795917,1.0,True,S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612,30.0
marida_48MYU_2017-12-06:before:02,marida_48MYU_2017-12-06,MARIDA,48MYU/2017-12-06,48MYU,2017-12-06,2017-12-06T03:00:59Z,catalogue,before,2,S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713.SAFE,2017-12-03T22:33:38Z,-52.456,0.48166,1.0,True,S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713,30.0
marida_48MYU_2017-12-06:after:01,marida_48MYU_2017-12-06,MARIDA,48MYU/2017-12-06,48MYU,2017-12-06,2017-12-06T03:00:59Z,catalogue,after,1,S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3.SAFE,2017-12-07T11:15:02Z,32.234,1.0,1.0,True,S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3,30.0
marida_48MXU_2018-12-06:after:01,marida_48MXU_2018-12-06,MARIDA,48MXU/2018-12-06,48MXU,2018-12-06,2018-12-06T03:01:01Z,catalogue,after,1,S1A_IW_SLC__1SDV_20181207T112307_20181207T112337_024918_02BEB6_B27C.SAFE,2018-12-07T11:23:07Z,32.368,0.135325,0.135325,False,S1A_IW_SLC__1SDV_20181207T112307_20181207T112337_024918_02BEB6_B27C,30.0
marida_52SDD_2018-10-07:before:01,marida_52SDD_2018-10-07,MARIDA,52SDD/2018-10-07,52SDD,2018-10-07,2018-10-07T12:00:00Z,nominal_date_noon,before,1,S1B_IW_SLC__1SDV_20181006T212352_20181006T212427_013037_018158_17E9.SAFE,2018-10-06T21:23:52Z,-14.602,1.0,1.0,True,S1B_IW_SLC__1SDV_20181006T212352_20181006T212427_013037_018158_17E9,30.0
marida_18QYG_2020-03-07:before:01,marida_18QYG_2020-03-07,MARIDA,18QYG/2020-03-07,18QYG,2020-03-07,2020-03-07T12:00:00Z,nominal_date_noon,before,1,S1A_IW_SLC__1SDV_20200305T104657_20200305T104725_031539_03A224_FBCB.SAFE,2020-03-05T10:46:57Z,-49.218,0.490848,1.0,True,S1A_IW_SLC__1SDV_20200305T104657_20200305T104725_031539_03A224_FBCB,30.0
marida_18QYG_2020-03-07:before:02,marida_18QYG_2020-03-07,MARIDA,18QYG/2020-03-07,18QYG,2020-03-07,2020-03-07T12:00:00Z,nominal_date_noon,before,2,S1A_IW_SLC__1SDV_20200305T104723_20200305T104749_031539_03A224_F776.SAFE,2020-03-05T10:47:23Z,-49.21,0.726197,1.0,True,S1A_IW_SLC__1SDV_20200305T104723_20200305T104749_031539_03A224_F776,30.0
marida_18QYG_2020-03-07:after:01,marida_18QYG_2020-03-07,MARIDA,18QYG/2020-03-07,18QYG,2020-03-07,2020-03-07T12:00:00Z,nominal_date_noon,after,1,S1A_IW_SLC__1SDV_20200307T230120_20200307T230148_031576_03A353_2F7C.SAFE,2020-03-07T23:01:20Z,11.022,0.929899,1.0,True,S1A_IW_SLC__1SDV_20200307T230120_20200307T230148_031576_03A353_2F7C,30.0
marida_18QYG_2020-03-07:after:02,marida_18QYG_2020-03-07,MARIDA,18QYG/2020-03-07,18QYG,2020-03-07,2020-03-07T12:00:00Z,nominal_date_noon,after,2,S1A_IW_SLC__1SDV_20200307T230145_20200307T230212_031576_03A353_A3DE.SAFE,2020-03-07T23:01:45Z,11.029,0.249661,1.0,True,S1A_IW_SLC__1SDV_20200307T230145_20200307T230212_031576_03A353_A3DE,30.0
marida_16PEC_2018-03-08:before:01,marida_16PEC_2018-03-08,MARIDA,16PEC/2018-03-08,16PEC,2018-03-08,2018-03-08T12:00:00Z,nominal_date_noon,before,1,S1A_IW_SLC__1SDV_20180305T235749_20180305T235816_020887_023D47_BD35.SAFE,2018-03-05T23:57:49Z,-60.036,0.567735,1.0,True,S1A_IW_SLC__1SDV_20180305T235749_20180305T235816_020887_023D47_BD35,30.0
marida_16PEC_2018-03-08:before:02,marida_16PEC_2018-03-08,MARIDA,16PEC/2018-03-08,16PEC,2018-03-08,2018-03-08T12:00:00Z,nominal_date_noon,before,2,S1A_IW_SLC__1SDV_20180305T235814_20180305T235841_020887_023D47_F0AD.SAFE,2018-03-05T23:58:14Z,-60.029,0.670056,1.0,True,S1A_IW_SLC__1SDV_20180305T235814_20180305T235841_020887_023D47_F0AD,30.0
marida_16PEC_2018-03-08:after:01,marida_16PEC_2018-03-08,MARIDA,16PEC/2018-03-08,16PEC,2018-03-08,2018-03-08T12:00:00Z,nominal_date_noon,after,1,S1A_IW_SLC__1SDV_20180310T113706_20180310T113736_020952_023F65_5F7F.SAFE,2018-03-10T11:37:06Z,47.618,1.0,1.0,True,S1A_IW_SLC__1SDV_20180310T113706_20180310T113736_020952_023F65_5F7F,30.0
marida_16QED_2018-03-08:before:01,marida_16QED_2018-03-08,MARIDA,16QED/2018-03-08,16QED,2018-03-08,2018-03-08T12:00:00Z,nominal_date_noon,before,1,S1A_IW_SLC__1SDV_20180305T235814_20180305T235841_020887_023D47_F0AD.SAFE,2018-03-05T23:58:14Z,-60.029,0.799464,0.995934,False,S1A_IW_SLC__1SDV_20180305T235814_20180305T235841_020887_023D47_F0AD,30.0
marida_16QED_2018-03-08:before:02,marida_16QED_2018-03-08,MARIDA,16QED/2018-03-08,16QED,2018-03-08,2018-03-08T12:00:00Z,nominal_date_noon,before,2,S1A_IW_SLC__1SDV_20180305T235749_20180305T235816_020887_023D47_BD35.SAFE,2018-03-05T23:57:49Z,-60.036,0.377287,0.995934,False,S1A_IW_SLC__1SDV_20180305T235749_20180305T235816_020887_023D47_BD35,30.0
